report_date,geoid,county,state,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-04-20,29001,Adair,Missouri,7718,304.75814412635737,6248,246.71273445212242,702,27.71964461994077
2021-04-20,29003,Andrew,Missouri,4096,235.36171924380852,3113,178.877205079584,349,20.054013675803024
2021-04-20,29005,Atchison,Missouri,1763,334.5351043643264,1498,284.2504743833017,128,24.28842504743833
2021-04-20,29007,Audrain,Missouri,6261,243.28735185544977,4298,167.0099086846707,633,24.59685253545755
2021-04-20,29009,Barry,Missouri,9413,265.207223959654,7026,197.9545262446116,1101,31.02020116642718
2021-04-20,29011,Barton,Missouri,2308,194.76793248945148,1752,147.84810126582278,249,21.012658227848103
2021-04-20,29013,Bates,Missouri,3690,225.3572737266398,2925,178.6368633198974,486,29.681201905459876
2021-04-20,29015,Benton,Missouri,6105,321.5019221654642,4882,257.09621359734587,346,18.22107535941861
2021-04-20,29017,Bollinger,Missouri,2626,213.82623564856283,1931,157.23475287028742,174,14.168227343050239
2021-04-20,29019,Boone,Missouri,76742,434.7619182505736,48332,273.8124238733252,12000,67.98289097243861
2021-04-20,29021,Buchanan,Missouri,15624,175.4007813552472,10663,119.70676725492838,1020,11.450895864205847
2021-04-20,29023,Butler,Missouri,7891,184.6582266632345,6001,140.43011255938035,583,13.642852128331734
2021-04-20,29025,Caldwell,Missouri,2059,227.53895458061666,1609,177.8097027295834,258,28.51143772792574
2021-04-20,29027,Callaway,Missouri,12349,275.4014272970562,9394,209.50044603033004,1592,35.504014272970565
2021-04-20,29029,Camden,Missouri,13748,304.8607415291822,10898,241.6622316835196,1048,23.239311690615576
2021-04-20,29031,Cape Girardeau,Missouri,25208,321.8426025228538,20127,256.9710433583576,1872,23.900720085797456
2021-04-20,29033,Carroll,Missouri,2661,300.9159787402465,2278,257.60488521994796,326,36.86531720004523
2021-04-20,29035,Carter,Missouri,1171,188.9624011618525,926,149.427142165564,97,15.652735194448926
2021-04-20,29037,Cass,Missouri,29354,286.2631897173841,21964,214.19515905677676,4295,41.885276277037704
2021-04-20,29039,Cedar,Missouri,3088,221.55259004161286,2416,173.33907303773856,294,21.093413689195003
2021-04-20,29041,Chariton,Missouri,1841,243.97031539888684,1448,191.88974291015106,138,18.287834614365227
2021-04-20,29043,Christian,Missouri,24390,289.4096707208543,18312,217.28863838623556,2831,33.592405814298424
2021-04-20,29045,Clark,Missouri,1006,147.94117647058823,744,109.41176470588235,77,11.323529411764707
2021-04-20,29047,Clay,Missouri,33203,284.72811779132684,22966,196.94202190150327,4034,34.59305566274772
2021-04-20,29049,Clinton,Missouri,5444,265.8852258852259,3550,173.38217338217336,565,27.594627594627593
2021-04-20,29051,Cole,Missouri,24602,320.5890018243419,18390,239.64034401876467,2575,33.55486056815221
2021-04-20,29053,Cooper,Missouri,5016,284.64419475655427,3718,210.98626716604244,543,30.813755532856657
2021-04-20,29055,Crawford,Missouri,4556,187.64415156507414,3241,133.4843492586491,567,23.352553542009883
2021-04-20,29057,Dade,Missouri,2300,303.03030303030306,1731,228.06324110671935,319,42.028985507246375
2021-04-20,29059,Dallas,Missouri,3644,220.86187041638888,2735,165.7676222801382,352,21.334626340990365
2021-04-20,29061,Daviess,Missouri,1617,194.7723440134907,1314,158.27511443025776,114,13.73163093230547
2021-04-20,29063,DeKalb,Missouri,2287,182.02801655523717,1750,139.28685132123528,127,10.108245781598217
2021-04-20,29065,Dent,Missouri,2780,179.30856553147575,2165,139.64138286893703,321,20.704334365325078
2021-04-20,29067,Douglas,Missouri,1907,142.59010019440706,1380,103.18528488111261,253,18.917302228203976
2021-04-20,29069,Dunklin,Missouri,5007,164.55238596029972,3707,121.82857894044959,229,7.5259629288812935
2021-04-20,29071,Franklin,Missouri,35441,344.82054076142475,22716,221.01361146515404,4853,47.21689806481743
2021-04-20,29073,Gasconade,Missouri,5014,340.02441340024416,3869,262.3762376237624,368,24.955920249559203
2021-04-20,29075,Gentry,Missouri,1941,291.22280570142533,1644,246.66166541635408,142,21.305326331582897
2021-04-20,29077,Greene,Missouri,89220,309.33089252467676,67869,235.30574248775264,10423,36.13714293638989
2021-04-20,29079,Grundy,Missouri,2291,228.20998107381212,1910,190.25799382408607,118,11.754158780755056
2021-04-20,29081,Harrison,Missouri,1661,194.17816226326863,1389,162.38017301847088,127,14.846855272387186
2021-04-20,29083,Henry,Missouri,6095,280.03675626005054,4827,221.77808407994488,413,18.9754192510912
2021-04-20,29085,Hickory,Missouri,2625,280.20922288642186,2121,226.40905209222888,108,11.52860802732707
2021-04-20,29087,Holt,Missouri,1193,267.72890484739673,1019,228.68043087971273,71,15.933572710951527
2021-04-20,29089,Howard,Missouri,2949,291.604865025215,2251,222.5847918520716,259,25.610600217541776
2021-04-20,29091,Howell,Missouri,6956,173.4576829085831,4849,120.91666251059797,552,13.764899506259038
2021-04-20,29093,Iron,Missouri,2297,224.73339203600432,1594,155.9534292143626,188,18.39350357107915
2021-04-20,29095,Jackson,Missouri,123445,324.08853790637414,85329,224.02001580471463,18764,49.26240289420555
2021-04-20,29097,Jasper,Missouri,14186,186.20218937862597,10366,136.06174362743812,1582,20.76496994198409
2021-04-20,29099,Jefferson,Missouri,55847,250.09628216496043,35041,156.92201592462226,8598,38.50390950372142
2021-04-20,29101,Johnson,Missouri,10361,192.98180260388534,7719,143.7724673583043,2020,37.62409432099685
