report_date,category,initiated,initiated_pct,completed,completed_pct
2021-06-29,"Missouri, Known Jurisdiction",2295639,0.8450642474984594,2037850,0.8531570179841823
2021-06-29,"Missouri, Unknown Jurisdiction",108216,0.03983617311227649,88431,0.03702212049825023
2021-06-29,No Address Given,164139,0.060422392423264124,136347,0.057082415256809536
2021-06-29,Out-of-State,148532,0.054677186965999956,125971,0.052738446260757875
