report_date,category,initiated,initiated_pct,completed,completed_pct
2021-05-23,"Missouri, Known Jurisdiction",2109367,0.8398512340360472,1764061,0.8490144505540783
2021-05-23,"Missouri, Unknown Jurisdiction",98529,0.039229637250576925,68508,0.03297180878584062
2021-05-23,No Address Given,165469,0.06588201287149685,130587,0.06284944231208865
2021-05-23,Out-of-State,138231,0.05503711584187903,114619,0.05516429834799244
