report_date,geoid,county,state,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-05-01,29001,Adair,Missouri,7951,313.95853899308986,6972,275.3010858835143,550,21.71767028627838
2021-05-01,29003,Andrew,Missouri,4225,242.77423432741483,3609,207.37803826926393,215,12.354191806010459
2021-05-01,29005,Atchison,Missouri,1944,368.88045540796963,1709,324.2884250474383,64,12.144212523719165
2021-05-01,29007,Audrain,Missouri,6566,255.13891587332427,4921,191.2181853506897,525,20.400233145521664
2021-05-01,29009,Barry,Missouri,9933,279.85800016904744,8036,226.41084157439494,867,24.427351872200152
2021-05-01,29011,Barton,Missouri,2418,204.05063291139243,2011,169.70464135021095,238,20.084388185654007
2021-05-01,29013,Bates,Missouri,3857,235.5563698546476,3176,193.96604372786126,197,12.031269085134971
2021-05-01,29015,Benton,Missouri,6349,334.35146663858023,5450,287.0082679445995,478,25.17246827110432
2021-05-01,29017,Bollinger,Missouri,2733,222.53888119859946,2178,177.34712156990474,197,16.04103900333849
2021-05-01,29019,Boone,Missouri,79332,449.4348922187916,60919,345.12081126249893,10103,57.23592895787893
2021-05-01,29021,Buchanan,Missouri,16605,186.41384884817458,13514,151.71314383223313,954,10.709955543580762
2021-05-01,29023,Butler,Missouri,8384,196.19497811995413,6779,158.6361828095383,544,12.73020850396649
2021-05-01,29025,Caldwell,Missouri,2187,241.68416399602165,1718,189.8552326223892,123,13.592662172615759
2021-05-01,29027,Callaway,Missouri,13240,295.27207850133806,10658,237.68956289027653,879,19.603033006244424
2021-05-01,29029,Camden,Missouri,14319,317.52261841405004,11851,262.7949263792798,785,17.40730885222636
2021-05-01,29031,Cape Girardeau,Missouri,26190,334.38026658495477,21747,277.6543588172208,1040,13.278177825443032
2021-05-01,29033,Carroll,Missouri,2753,311.3196878887255,2395,270.8356892457311,106,11.98688227976931
2021-05-01,29035,Carter,Missouri,1227,197.99903178957558,966,155.88187832822334,51,8.229788607390672
2021-05-01,29037,Cass,Missouri,30985,302.16886739092274,24939,243.2076612509996,1989,19.39693003842328
2021-05-01,29039,Cedar,Missouri,3172,227.57927966709715,2587,185.607691203903,137,9.829243793944611
2021-05-01,29041,Chariton,Missouri,1891,250.5963424330771,1599,211.90034455340577,109,14.444738934534852
2021-05-01,29043,Christian,Missouri,25721,305.2032037970929,21130,250.72678730347076,2240,26.57964995550282
2021-05-01,29045,Clark,Missouri,1041,153.08823529411762,840,123.52941176470588,50,7.352941176470588
2021-05-01,29047,Clay,Missouri,34767,298.14000154356717,27270,233.8504283398935,3825,32.80080265493555
2021-05-01,29049,Clinton,Missouri,5780,282.2954822954823,4155,202.93040293040292,511,24.957264957264957
2021-05-01,29051,Cole,Missouri,27143,353.7008079228564,21659,282.23872817305187,1228,16.002084962210063
2021-05-01,29053,Cooper,Missouri,5136,291.4538644875724,4167,236.46578140960165,313,17.761888548405402
2021-05-01,29055,Crawford,Missouri,4818,198.4349258649094,3731,153.665568369028,350,14.415156507413508
2021-05-01,29057,Dade,Missouri,2349,309.4861660079051,1868,246.11330698287222,93,12.25296442687747
2021-05-01,29059,Dallas,Missouri,3766,228.25625795502756,2989,181.16249469664828,160,9.697557427722893
2021-05-01,29061,Daviess,Missouri,1669,201.03589496506865,1425,171.64538665381835,81,9.75668513611178
2021-05-01,29063,DeKalb,Missouri,2365,188.23623049984081,2016,160.45845272206304,105,8.357211079274117
2021-05-01,29065,Dent,Missouri,2938,189.49948400412796,2348,151.44478844169245,177,11.41640866873065
2021-05-01,29067,Douglas,Missouri,1995,149.17003140421713,1551,115.97128757290265,135,10.094212651413189
2021-05-01,29069,Dunklin,Missouri,5283,173.6229788352833,3987,131.03062968318653,164,5.389772577888786
2021-05-01,29071,Franklin,Missouri,38097,370.66189276228096,29037,282.51330498827605,4482,43.607281501444824
2021-05-01,29073,Gasconade,Missouri,5212,353.45178353451786,4270,289.57005289570054,249,16.88593516885935
2021-05-01,29075,Gentry,Missouri,1983,297.5243810952738,1754,263.165791447862,87,13.053263315828957
2021-05-01,29077,Greene,Missouri,93491,324.13869617826225,77904,270.0976670168395,8233,28.544286462179603
2021-05-01,29079,Grundy,Missouri,2398,238.8684131885646,2091,208.28767805558323,144,14.344058173124813
2021-05-01,29081,Harrison,Missouri,1709,199.78957212999765,1460,170.6803834463409,62,7.248071077858312
2021-05-01,29083,Henry,Missouri,6298,289.36365724787504,5313,244.10751206064782,279,12.818745692625775
2021-05-01,29085,Hickory,Missouri,2699,288.10845431255336,2185,233.24081981212638,71,7.578992314261315
2021-05-01,29087,Holt,Missouri,1227,275.359066427289,1073,240.79892280071812,29,6.508078994614004
2021-05-01,29089,Howard,Missouri,3025,299.11994462572926,2492,246.41550479580738,123,12.16256303767428
2021-05-01,29091,Howell,Missouri,7278,181.48720762056755,5385,134.28257942247268,372,9.27634531943544
2021-05-01,29093,Iron,Missouri,2390,233.83230603659132,1918,187.65287153898836,256,25.04647294785246
2021-05-01,29095,Jackson,Missouri,130694,343.119829666132,99881,262.22436918973267,10778,28.296215007127874
2021-05-01,29097,Jasper,Missouri,14894,195.4952353450765,11767,154.45094899325335,1024,13.440789646391725
2021-05-01,29099,Jefferson,Missouri,62066,277.9464581598015,43100,193.01215394398616,5935,26.57835576931689
2021-05-01,29101,Johnson,Missouri,10764,200.4879956788169,8972,167.11058131088305,785,14.621244575238876
2021-05-01,29512,Joplin,Missouri,20286,405.12851237193695,16197,323.4677371038284,1357,27.100433367283767
2021-05-01,29511,Kansas City,Missouri,174961,363.429210019588,132580,275.3953433302106,16712,34.71418749234032
2021-05-01,29103,Knox,Missouri,1109,280.68843330802326,1032,261.19969627942294,66,16.704631738800302
2021-05-01,29105,Laclede,Missouri,7924,223.16726279325204,6476,182.3865716619258,571,16.081336074576843
2021-05-01,29107,Lafayette,Missouri,9834,301.7582619902421,8098,248.48875387400656,679,20.83525115836632
2021-05-01,29109,Lawrence,Missouri,8697,228.07017543859646,7042,184.66944641124485,912,23.916292974588938
2021-05-01,29111,Lewis,Missouri,1976,197.0679166251122,1611,160.66620125660717,84,8.377381071108008
2021-05-01,29113,Lincoln,Missouri,13317,239.67388369958425,9502,171.01308424671095,1998,35.95918146968306
2021-05-01,29115,Linn,Missouri,3649,299.441982602987,3130,256.8521253897916,240,19.694731659281143
2021-05-01,29117,Livingston,Missouri,4717,312.88140090209606,3790,251.39294242504644,485,32.17033695940568
2021-05-01,29121,Macon,Missouri,3935,257.96512390192737,3333,218.50006555657532,200,13.11131506490101
2021-05-01,29123,Madison,Missouri,2796,229.08643998361327,2249,184.26874231872185,242,19.827939369111018
2021-05-01,29125,Maries,Missouri,2132,239.981990094552,1787,201.14813147230979,83,9.342638451148131
2021-05-01,29127,Marion,Missouri,8368,291.85267857142856,7257,253.1040736607143,532,18.5546875
2021-05-01,29119,McDonald,Missouri,3012,131.94900775397556,2350,102.94826302186009,303,13.27375476409515
2021-05-01,29129,Mercer,Missouri,718,195.96069868995633,633,172.76200873362447,71,19.37772925764192
2021-05-01,29131,Miller,Missouri,5241,209.22990937761986,4155,165.8748852249591,321,12.814882829653879
2021-05-01,29133,Mississippi,Missouri,4152,302.007564736689,3217,233.9976723887111,195,14.183881291824266
2021-05-01,29135,Moniteau,Missouri,3795,237.81175585913022,3304,207.0434891590425,244,15.29013660859757
2021-05-01,29137,Monroe,Missouri,2654,306.67899237346893,2247,259.6487173561359,136,15.71527617286804
2021-05-01,29139,Montgomery,Missouri,3703,320.7449112169771,2912,252.23040277176267,402,34.82026851450844
2021-05-01,29141,Morgan,Missouri,5376,266.9712469583354,4455,221.23454337786163,280,13.904752445746634
2021-05-01,29143,New Madrid,Missouri,3641,204.42423221604628,3100,174.0497445398911,141,7.916456122620851
2021-05-01,29145,Newton,Missouri,8751,170.9814188859147,7158,139.85658740548251,612,11.957562376663214
2021-05-01,29147,Nodaway,Missouri,7361,326.47358850401383,6021,267.04217856034063,541,23.994322969796425
2021-05-01,29149,Oregon,Missouri,1861,173.9414898588653,1489,139.17188522291804,131,12.244134965884662
2021-05-01,29151,Osage,Missouri,3492,256.4064909317865,2876,211.1755635509215,180,13.21682942947353
2021-05-01,29153,Ozark,Missouri,1649,178.54049372022521,1152,124.72932005197055,205,22.1957557384149
2021-05-01,29155,Pemiscot,Missouri,2776,162.99688802771416,1821,106.92267042451999,168,9.864364981504316
2021-05-01,29157,Perry,Missouri,4973,259.7409380549462,4167,217.64337198370418,426,22.250078345346285
2021-05-01,29159,Pettis,Missouri,11731,276.8638927568384,9834,232.09270491609826,980,23.12902692879564
2021-05-01,29161,Phelps,Missouri,12807,285.9407443792002,10349,231.06119806202415,1222,27.28348478421041
2021-05-01,29163,Pike,Missouri,4616,249.66196116609876,3570,193.08778192438746,325,17.578019362864406
2021-05-01,29165,Platte,Missouri,14196,277.27645611156686,11122,217.23504824407203,1553,30.333216141255516
2021-05-01,29167,Polk,Missouri,8087,256.33142096421443,6472,205.14120891311927,321,10.17464895876256
2021-05-01,29169,Pulaski,Missouri,5613,106.72928828126486,4347,82.65672833754826,420,7.986157327299348
2021-05-01,29171,Putnam,Missouri,1058,219.730010384216,903,187.53894080996886,91,18.89927310488058
2021-05-01,29173,Ralls,Missouri,2052,200.8417343642948,1774,173.63218165802093,115,11.2557502202212
2021-05-01,29175,Randolph,Missouri,5777,231.58949689316498,3807,152.61575466025258,317,12.707957506514331
2021-05-01,29177,Ray,Missouri,5488,240.4381161007667,4367,191.32530120481928,426,18.663745892661556
2021-05-01,29179,Reynolds,Missouri,873,138.24228028503563,654,103.56294536817103,42,6.65083135391924
2021-05-01,29181,Ripley,Missouri,2273,165.99722485941723,1916,139.92550938435696,123,8.982691886365297
2021-05-01,29195,Saline,Missouri,7266,314.51822353043025,6273,271.53493204051597,350,15.150203445589128
2021-05-01,29197,Schuyler,Missouri,734,163.03864948911595,661,146.8236339404709,13,2.8876055086628165
