report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-03-03,29001,Adair,Missouri,4400,173.44002522764004,1708,67.32626433836572,6108,240.76628956600575,2090,82.38401198312901
2021-03-03,29003,Andrew,Missouri,2213,126.43546820545049,1534,87.64211849397246,3747,214.07758669942294,969,55.36193795349369
2021-03-03,29005,Atchison,Missouri,1147,219.35360489577357,498,95.23809523809523,1645,314.5917001338688,406,77.64390896921017
2021-03-03,29007,Audrain,Missouri,3809,148.5337700826704,2377,92.69224769926689,6186,241.22601778193732,1201,46.83356730619248
2021-03-03,29009,Barry,Missouri,3408,95.91894173937519,1102,31.016042780748663,4510,126.93498452012383,719,20.236419926822403
2021-03-03,29011,Barton,Missouri,1151,97.56717809612614,327,27.718911587691785,1478,125.2860896838179,213,18.05543782317538
2021-03-03,29013,Bates,Missouri,1996,122.48404516445753,763,46.8213058419244,2759,169.30535100638195,548,33.62788414334806
2021-03-03,29015,Benton,Missouri,4025,210.65578060396714,1182,61.86214476369917,5207,272.5179253676663,1392,72.85288114303658
2021-03-03,29017,Bollinger,Missouri,1657,135.54192229038856,935,76.48261758691207,2592,212.0245398773006,329,26.9120654396728
2021-03-03,29019,Boone,Missouri,32896,185.1720508187401,16965,95.49622574598511,49861,280.6682765647252,9230,51.955800980574274
2021-03-03,29021,Buchanan,Missouri,8162,92.26769161202805,4145,46.85733664933303,12307,139.12502826136105,1677,18.957721003843545
2021-03-03,29023,Butler,Missouri,4538,106.38597149287322,2771,64.96155288822206,7309,171.34752438109527,591,13.855026256564141
2021-03-03,29025,Caldwell,Missouri,1241,137.29394844562452,444,49.120477928974445,1685,186.41442637459895,168,18.586126783936276
2021-03-03,29027,Callaway,Missouri,6457,143.8437033571699,3577,79.68544632315266,10034,223.52914968032258,1855,41.324155138229855
2021-03-03,29029,Camden,Missouri,7074,155.5887916245106,3108,68.35877358905555,10182,223.94756521356618,2453,53.95240399419347
2021-03-03,29031,Cape Girardeau,Missouri,14747,187.8814131556484,11162,142.20738683415934,25909,330.08879998980774,2829,36.04234880432151
2021-03-03,29033,Carroll,Missouri,1739,198.04122537296433,782,89.05591618266712,2521,287.0971415556315,871,99.191436055119
2021-03-03,29035,Carter,Missouri,829,134.86253456970883,501,81.50317227916057,1330,216.36570684886937,388,63.120221246136325
2021-03-03,29037,Cass,Missouri,11489,110.90089481355638,4973,48.00332055947566,16462,158.90421537303203,4697,45.33915074760852
2021-03-03,29039,Cedar,Missouri,1540,109.66317738374991,674,47.99544256925158,2214,157.65861995300148,410,29.196040732037314
