report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-02-23,29001,Adair,Missouri,2534,99.88568725609996,1195,47.10473412432496,3729,146.99042138042492,210,8.277819385864637
2021-02-23,29003,Andrew,Missouri,2041,116.60858138604812,588,33.594240987259326,2629,150.2028223733074,100,5.713306290350226
2021-02-23,29005,Atchison,Missouri,1029,196.78714859437753,168,32.128514056224894,1197,228.9156626506024,8,1.5299292407726142
2021-02-23,29007,Audrain,Missouri,3397,132.46763375448447,1429,55.72453595382935,4826,188.19216970831386,801,31.23537669630323
2021-02-23,29009,Barry,Missouri,2482,69.85645933014355,809,22.769490571348157,3291,92.6259499014917,895,25.18998029833943
2021-02-23,29011,Barton,Missouri,941,79.76604221412222,235,19.9203187250996,1176,99.68636093922184,256,21.70043231329999
2021-02-23,29013,Bates,Missouri,1627,99.84045164457537,460,28.227785959744722,2087,128.06823760432007,188,11.536573392243495
2021-02-23,29015,Benton,Missouri,3037,158.94698278117966,659,34.48997749515884,3696,193.43696027633854,344,18.003872926152717
2021-02-23,29017,Bollinger,Missouri,1512,123.68098159509202,560,45.807770961145195,2072,169.48875255623722,190,15.541922290388548
2021-02-23,29019,Boone,Missouri,24766,139.40816544798508,14438,81.27170688597306,39204,220.67987233395817,5387,30.323499445542105
2021-02-23,29021,Buchanan,Missouri,6962,78.70223829979652,2793,31.573592584218858,9755,110.27583088401538,932,10.535835405833145
2021-02-23,29023,Butler,Missouri,4055,95.06282820705177,2506,58.749062265566394,6561,153.81189047261816,510,11.956114028507127
2021-02-23,29025,Caldwell,Missouri,998,110.41044363314525,303,33.52140723531364,1301,143.9318508684589,407,45.02710476822657
2021-02-23,29027,Callaway,Missouri,5307,118.22495488872552,2477,55.18055648377108,7784,173.4055113724966,669,14.903428456860256
2021-02-23,29029,Camden,Missouri,5587,122.88303347556416,2015,44.318831654423086,7602,167.20186512998725,834,18.343377468877843
2021-02-23,29031,Cape Girardeau,Missouri,13739,175.03917646609165,8511,108.43281395319208,22250,283.4719904192837,1629,20.753971792944416
2021-02-23,29033,Carroll,Missouri,1075,122.42341418972782,494,56.25782940439585,1569,178.68124359412369,369,42.022548684660066
2021-02-23,29035,Carter,Missouri,709,115.34081665853262,217,35.30177322271027,926,150.64258988124288,38,6.181877338539125
2021-02-23,29037,Cass,Missouri,7537,72.75307200015445,3491,33.69788700444994,11028,106.45095900460439,996,9.614178016737936
2021-02-23,29039,Cedar,Missouri,1161,82.67464217047639,435,30.97628711813715,1596,113.65092928861355,127,9.04365164138717
2021-02-23,29041,Chariton,Missouri,969,129.49351864225576,362,48.37631965789122,1331,177.869838300147,248,33.14178805291995
2021-02-23,29043,Christian,Missouri,8192,95.63613439491932,4263,49.767680777043594,12455,145.40381517196295,965,11.265731163464007
2021-02-23,29045,Clark,Missouri,573,84.52574125977283,167,24.634901902935535,740,109.16064316270837,201,29.650390913114027
2021-02-23,29047,Clay,Missouri,22674,93.49486219465933,11723,48.33907865872767,34397,141.833940853387,5039,20.778010523017038
2021-02-23,29049,Clinton,Missouri,1939,94.58536585365854,952,46.4390243902439,2891,141.02439024390242,411,20.04878048780488
2021-02-23,29051,Cole,Missouri,11084,144.46776064543877,6106,79.58500058652555,17190,224.05276123196433,2074,27.032311041017685
2021-02-23,29053,Cooper,Missouri,2308,130.6908267270668,1136,64.32616081540205,3444,195.01698754246885,759,42.978482446206115
2021-02-23,29055,Crawford,Missouri,1549,64.13016477602054,508,21.031713173801442,2057,85.16187794982199,268,11.0954707294858
2021-02-23,29057,Dade,Missouri,921,121.53602533650039,448,59.11850092372658,1369,180.65452626022696,169,22.301398785959357
2021-02-23,29059,Dallas,Missouri,1519,91.4124089787567,318,19.13702834446651,1837,110.5494373232232,182,10.952638863814167
2021-02-23,29061,Daviess,Missouri,812,97.8902953586498,199,23.990355635925255,1011,121.88065099457503,58,6.992163954189271
2021-02-23,29063,DeKalb,Missouri,848,67.69918569375699,318,25.387194635158867,1166,93.08638032891585,125,9.979243174197668
2021-02-23,29065,Dent,Missouri,1580,101.6403988420714,401,25.796075908652302,1981,127.4364747507237,127,8.169829527179157
2021-02-23,29067,Douglas,Missouri,1007,75.6801442958064,322,24.19960919885766,1329,99.87975349466406,130,9.770028558545018
2021-02-23,29069,Dunklin,Missouri,2254,75.06577413661037,684,22.779498451393746,2938,97.84527258800412,200,6.660672061811036
2021-02-23,29071,Franklin,Missouri,9856,95.51220552179939,4628,44.848872479189076,14484,140.36107800098847,1739,16.85224486631586
2021-02-23,29073,Gasconade,Missouri,2555,173.67955951328938,1448,98.42974644823602,4003,272.10930596152537,778,52.88559581265719
2021-02-23,29075,Gentry,Missouri,1045,157.950423216445,585,88.42200725513906,1630,246.37243047158404,172,25.99758162031439
2021-02-23,29077,Greene,Missouri,29092,100.40171730697553,15262,52.671903256533085,44354,153.0736205635086,4373,15.092008448487693
2021-02-23,29079,Grundy,Missouri,905,90.57245796637311,405,40.5324259407526,1310,131.10488390712572,161,16.1128903122498
2021-02-23,29081,Harrison,Missouri,991,116.71181250736073,422,49.6996820162525,1413,166.41149452361324,334,39.33576728300554
2021-02-23,29083,Henry,Missouri,3146,144.74350126524038,1378,63.40004600874166,4524,208.14354727398205,731,33.63239015412928
2021-02-23,29085,Hickory,Missouri,1598,169.92769034453426,381,40.5146746065504,1979,210.44236495108464,233,24.776690769885157
2021-02-23,29087,Holt,Missouri,629,141.92238267148014,137,30.911552346570396,766,172.83393501805057,22,4.963898916967509
2021-02-23,29089,Howard,Missouri,1216,120.89878703519587,328,32.610857029230466,1544,153.50964406442634,234,23.2650626367071
2021-02-23,29091,Howell,Missouri,3918,97.69599042489527,843,21.020347097546377,4761,118.71633752244165,307,7.655096748454019
2021-02-23,29093,Iron,Missouri,1119,110.0944510035419,288,28.33530106257379,1407,138.42975206611573,358,35.222353404171585
2021-02-23,29095,Jackson,Missouri,58337,83.79152446941754,31937,45.872258034862746,90274,129.66378250428028,13270,19.060176726762958
2021-02-23,29097,Jasper,Missouri,13193,110.01501000667112,5160,43.028685790527014,18353,153.04369579719813,1922,16.027351567711808
2021-02-23,29099,Jefferson,Missouri,15783,70.47523788685918,8462,37.785051194234455,24245,108.26028908109363,3269,14.596943081299035
2021-02-23,29101,Johnson,Missouri,3806,70.89899780187027,1744,32.4876122350136,5550,103.38661003688388,685,12.760329346894675
2021-02-23,29103,Knox,Missouri,656,166.20217887002786,289,73.22016721560678,945,239.42234608563464,119,30.14948061819103
2021-02-23,29105,Laclede,Missouri,2584,72.72522585910895,1280,36.02487968253075,3864,108.7501055416397,508,14.29737412400439
2021-02-23,29107,Lafayette,Missouri,4073,124.95014878669816,1447,44.39058809092862,5520,169.34073687762677,702,21.53572414639384
2021-02-23,29109,Lawrence,Missouri,2609,68.29127840016753,870,22.772484556590932,3479,91.06376295675845,678,17.746832792377763
2021-02-23,29111,Lewis,Missouri,1211,121.64741336012054,664,66.70015067805123,1875,188.34756403817175,396,39.77900552486187
2021-02-23,29113,Lincoln,Missouri,4080,72.24179754590364,1670,29.569559289622326,5750,101.81135683552596,766,13.563043362784851
2021-02-23,29115,Linn,Missouri,2066,170.56055477586065,861,71.08065714521588,2927,241.64121192107655,541,44.66275901923553
2021-02-23,29117,Livingston,Missouri,2063,136.38767684781172,660,43.6334787782626,2723,180.02115562607432,345,22.808409361364536
2021-02-23,29121,Macon,Missouri,1696,111.58628857161655,617,40.59477597210343,2313,152.18106454372,362,23.817356405026647
2021-02-23,29123,Madison,Missouri,1309,107.4800886772313,484,39.74053698990065,1793,147.22062566713194,204,16.750143689958122
2021-02-23,29125,Maries,Missouri,977,110.9848915142565,419,47.597409973872544,1396,158.58230148812905,132,14.994888106327389
2021-02-23,29127,Marion,Missouri,4356,152.26510067114094,3028,105.84451901565996,7384,258.1096196868009,1069,37.36717002237137
2021-02-23,29119,McDonald,Missouri,1156,50.74181371258011,723,31.73558072162233,1879,82.47739443420245,198,8.691071898867527
2021-02-23,29129,Mercer,Missouri,393,107.84851811196488,87,23.874862788144895,480,131.72338090010976,82,22.502744237102085
2021-02-23,29131,Miller,Missouri,2048,81.26661640411095,850,33.72882028490933,2898,114.99543668902028,295,11.70588468711559
2021-02-23,29133,Mississippi,Missouri,1586,116.84101959628703,611,45.01252394283189,2197,161.8535435391189,115,8.472078974510094
2021-02-23,29135,Moniteau,Missouri,1856,115.66745606381653,770,47.987037267854916,2626,163.65449333167146,210,13.087373800324068
2021-02-23,29137,Monroe,Missouri,1460,169.196894193997,844,97.80971143817361,2304,267.0066056321706,327,37.89546876810754
2021-02-23,29139,Montgomery,Missouri,1783,155.21894315312963,483,42.04753199268738,2266,197.26647514581703,246,21.415513188822146
2021-02-23,29141,Morgan,Missouri,2186,107.83878447042574,602,29.697597553154754,2788,137.53638202358047,200,9.866311479453406
2021-02-23,29143,New Madrid,Missouri,1858,105.80865603644648,615,35.02277904328018,2473,140.83143507972665,109,6.207289293849659
2021-02-23,29145,Newton,Missouri,2821,48.4874527328979,1099,18.88965280165005,3920,67.37710553454795,439,7.5455482983843245
2021-02-23,29147,Nodaway,Missouri,3446,154.1213828883224,1267,56.66621941947314,4713,210.78760230779554,809,36.182297956080326
2021-02-23,29149,Oregon,Missouri,753,70.72414764722457,168,15.779092702169626,921,86.50324034939419,93,8.734854888701042
2021-02-23,29151,Osage,Missouri,1402,102.97466030113846,644,47.300771208226216,2046,150.27543150936467,234,17.186926184355492
2021-02-23,29153,Ozark,Missouri,663,72.01042684913652,78,8.471814923427827,741,80.48224177256435,22,2.389486260454002
2021-02-23,29155,Pemiscot,Missouri,1032,61.93362539758747,319,19.144211726579847,1351,81.07783712416732,292,17.523855248154597
2021-02-23,29157,Perry,Missouri,2571,133.9690479912459,1487,77.48423740294929,4058,211.4532853941952,763,39.75821999895784
2021-02-23,29159,Pettis,Missouri,5771,136.25309880769683,1298,30.645732499114626,7069,166.89883130681147,590,13.929878408688467
2021-02-23,29161,Phelps,Missouri,5835,130.74165359623572,2493,55.85928747479274,8328,186.60094107102844,595,13.3318395697961
2021-02-23,29163,Pike,Missouri,1853,100.40639393118396,927,50.23028989433758,2780,150.63668382552154,298,16.14738553237605
2021-02-23,29165,Platte,Missouri,9397,93.33346576349298,4751,47.188176635346935,14148,140.5216423988399,1864,18.51373631830913
2021-02-23,29167,Polk,Missouri,3208,101.04573516441981,1231,38.77409600604762,4439,139.8198311704674,235,7.4020410734534465
2021-02-23,29169,Pulaski,Missouri,2316,44.17739628040057,1179,22.489270386266096,3495,66.66666666666667,359,6.847877920839294
2021-02-23,29171,Putnam,Missouri,458,95.79585860698599,181,37.85818866345952,639,133.65404727044552,74,15.47793348671826
2021-02-23,29173,Ralls,Missouri,1072,104.74887629470393,674,65.85890170021497,1746,170.60777799491888,299,29.216337697869847
2021-02-23,29175,Randolph,Missouri,2491,100.12862770319157,790,31.754964225420046,3281,131.88359192861162,422,16.962778358388938
2021-02-23,29177,Ray,Missouri,1828,79.91256830601093,692,30.25136612021858,2520,110.16393442622952,333,14.557377049180328
2021-02-23,29179,Reynolds,Missouri,444,70.58823529411765,59,9.379968203497615,503,79.96820349761525,32,5.087440381558029
2021-02-23,29181,Ripley,Missouri,1357,100.02211247880888,680,50.121618633448804,2037,150.14373111225768,70,5.159578388737377
2021-02-23,29195,Saline,Missouri,3847,167.43558495821728,950,41.3474930362117,4797,208.78307799442896,536,23.328690807799443
