report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-03-01,29001,Adair,Missouri,4183,164.88627852891324,1448,57.077535574914265,5631,221.9638141038275,1711,67.44451890102093
2021-03-01,29003,Andrew,Missouri,2165,123.69308118608238,1478,84.44266697137634,3643,208.13574815745872,963,55.01913957607267
2021-03-01,29005,Atchison,Missouri,1138,217.63243449990438,495,94.66437177280551,1633,312.2968062727099,401,76.68770319372729
2021-03-01,29007,Audrain,Missouri,3746,146.07705506161287,2280,88.90968647636873,6026,234.9867415379816,1172,45.70269848697551
2021-03-01,29009,Barry,Missouri,2966,83.47875035181538,1039,29.242893329580635,4005,112.721643681396,649,18.26625386996904
2021-03-01,29011,Barton,Missouri,1101,93.32881240993474,288,24.41298635246249,1389,117.74179876239722,206,17.462066627108584
2021-03-01,29013,Bates,Missouri,1948,119.53853706431026,710,43.56897398134511,2658,163.10751104565537,534,32.76877761413844
2021-03-01,29015,Benton,Missouri,3914,204.84639137488878,1150,60.18736588684776,5064,265.0337572617366,1286,67.30517611346627
2021-03-01,29017,Bollinger,Missouri,1627,133.0879345603272,764,62.49488752556237,2391,195.58282208588957,305,24.948875255623722
2021-03-01,29019,Boone,Missouri,32058,180.45493692689598,16583,93.3459423251206,48641,273.80087925201656,6343,35.70483701189411
2021-03-01,29021,Buchanan,Missouri,7778,87.92674655211395,4044,45.71557766222021,11822,133.64232421433417,1667,18.844675559574952
2021-03-01,29023,Butler,Missouri,4417,103.5493248312078,2759,64.68023255813954,7176,168.22955738934732,701,16.433795948987246
2021-03-01,29025,Caldwell,Missouri,1229,135.9663679610576,391,43.25699745547074,1620,179.2233654165284,570,63.06007301692665
2021-03-01,29027,Callaway,Missouri,6243,139.07638842478113,3371,75.09634877141393,9614,214.17273719619507,1675,37.31426407360377
2021-03-01,29029,Camden,Missouri,6822,150.04618836053316,2768,60.88065807416531,9590,210.92684643469843,2115,46.51827739409669
2021-03-01,29031,Cape Girardeau,Missouri,14234,181.3456319832847,10884,138.6655794931903,25118,320.011211476475,2643,33.67265036755806
2021-03-01,29033,Carroll,Missouri,1691,192.5748775765858,767,87.34768249629883,2458,279.9225600728846,866,98.62202482632958
2021-03-01,29035,Carter,Missouri,811,131.9342768830324,495,80.52708638360176,1306,212.46136326663412,389,63.28290222872947
2021-03-01,29037,Cass,Missouri,10948,105.67873587072984,4746,45.81213741710667,15694,151.49087328783654,4034,38.93935152562333
2021-03-01,29039,Cedar,Missouri,1328,94.5666880296233,652,46.428825749483735,1980,140.99551377910703,398,28.341522466709396
2021-03-01,29041,Chariton,Missouri,1185,158.35894694641186,398,53.187224375250565,1583,211.54617132166243,242,32.339970600026724
2021-03-01,29043,Christian,Missouri,10073,117.59555441406523,4875,56.91237245791403,14948,174.50792687197927,1975,23.05680730346261
2021-03-01,29045,Clark,Missouri,656,96.76943501991444,171,25.224959433544772,827,121.99439445345921,82,12.096179377489305
2021-03-01,29047,Clay,Missouri,30675,126.48649985980306,13897,57.30343564960663,44572,183.7899355094097,9117,37.59339589965198
2021-03-01,29049,Clinton,Missouri,2728,133.07317073170734,1263,61.609756097560975,3991,194.6829268292683,481,23.463414634146343
2021-03-01,29051,Cole,Missouri,12790,166.70359605333473,8897,115.96261877142447,21687,282.66621482475915,3951,51.496943550174
2021-03-01,29053,Cooper,Missouri,2712,153.5673839184598,1898,107.47451868629672,4610,261.0419026047565,880,49.830124575311444
