report_date,geoid,county,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-09-22,29001,Adair,10821,427.2852912142152,9821,387.7986179664363,151,5.9624876604146095
2021-09-22,29003,Andrew,7891,453.4275699592024,7338,421.6514394069988,95,5.458828937539505
2021-09-22,29005,Atchison,2580,489.56356736242884,2407,456.7362428842505,59,11.195445920303605
2021-09-22,29007,Audrain,9654,375.1311443559355,8395,326.20944239362734,157,6.100641150184574
2021-09-22,29009,Barry,14065,396.2753218944581,12327,347.307919871524,377,10.621812751810216
2021-09-22,29011,Barton,3695,311.81434599156114,3339,281.7721518987342,65,5.485232067510549
2021-09-22,29013,Bates,5973,364.78563576401615,5428,331.5011603762062,96,5.862953462806889
2021-09-22,29015,Benton,8541,449.78671862657325,7676,404.2340302280267,125,6.5827584390963185
2021-09-22,29017,Bollinger,3688,300.30127839752464,3286,267.56778763944305,93,7.572673235078577
2021-09-22,29019,Boone,102544,580.9364643231454,92531,524.2104070475597,1101,6.237430246721242
2021-09-22,29021,Buchanan,33381,374.7474067088778,30816,345.9517715209484,422,4.737527504602811
2021-09-22,29023,Butler,14216,332.67030164041836,12283,287.4359394379051,325,7.605363536377038
2021-09-22,29025,Caldwell,3164,349.65189523704277,2877,317.9356835009393,69,7.625151950491767
2021-09-22,29027,Callaway,20077,447.7475468331847,18187,405.5976806422837,362,8.073148974130241
2021-09-22,29029,Camden,18755,415.8905446159304,17176,380.87635266985984,258,5.721128259712613
2021-09-22,29031,Cape Girardeau,36788,469.69000561769064,32635,416.6666666666667,635,8.107348960727236
2021-09-22,29033,Carroll,3865,437.06886803121114,3548,401.2213049869954,53,5.993441139884655
2021-09-22,29035,Carter,1725,278.36049701468454,1502,242.37534290785865,33,5.325157334193965
2021-09-22,29037,Cass,48554,473.50354001287275,43899,428.10750716779467,890,8.679370404322132
2021-09-22,29039,Cedar,4823,346.0324293298895,4356,312.5269048643995,95,6.815898981202468
2021-09-22,29041,Chariton,3080,408.16326530612247,2795,370.39491121123774,51,6.758547574874105
2021-09-22,29043,Christian,39527,469.0240284781964,35693,423.53010975971523,551,6.538119252447346
2021-09-22,29045,Clark,1928,283.52941176470586,1758,258.5294117647059,18,2.6470588235294117
2021-09-22,29047,Clay,49077,420.8535926526202,44777,383.97948770720245,807,6.920326207198168
2021-09-22,29049,Clinton,8933,436.2881562881563,8037,392.5274725274726,186,9.084249084249084
2021-09-22,29051,Cole,38152,497.15923898879333,34749,452.8146989835809,569,7.4146468595256705
2021-09-22,29053,Cooper,7169,406.82101918056975,6384,362.27442969016005,116,6.582680739984111
2021-09-22,29055,Crawford,8428,347.1169686985173,7484,308.2372322899506,191,7.8665568369028005
2021-09-22,29057,Dade,3238,426.6139657444005,2973,391.699604743083,35,4.61133069828722
2021-09-22,29059,Dallas,5744,348.14231165525183,5126,310.68549609067213,88,5.333656585247591
2021-09-22,29061,Daviess,2610,314.38207660804625,2422,291.73693086003374,37,4.456757407853529
2021-09-22,29063,DeKalb,3772,300.222858962114,3519,280.08595988538684,52,4.138809296402419
2021-09-22,29065,Dent,4766,307.4045407636739,4129,266.3183694530444,116,7.481940144478844
2021-09-22,29067,Douglas,3269,244.42949005533123,2702,202.03379691939585,45,3.3647375504710633
2021-09-22,29069,Dunklin,9697,318.68673590114366,8197,269.3900354936243,298,9.793611147627185
2021-09-22,29071,Franklin,50139,487.8236249890544,45903,446.60978196359247,958,9.320788861754606
2021-09-22,29073,Gasconade,6506,441.20439441204394,5971,404.9233690492337,150,10.1722501017225
2021-09-22,29075,Gentry,2570,385.59639909977494,2385,357.8394598649662,51,7.651912978244561
2021-09-22,29077,Greene,138350,479.6674398205451,125359,434.6268925801497,1708,5.921734638333871
2021-09-22,29079,Grundy,3526,351.2302022113756,3212,319.95218647275624,74,7.371252116744696
2021-09-22,29081,Harrison,2589,302.6654196866963,2323,271.56885667523966,37,4.325461772270282
2021-09-22,29083,Henry,9117,418.88352860096484,8093,371.8355157362738,179,8.224213186308292
2021-09-22,29085,Hickory,3385,361.33646456020494,3055,326.1101622544834,50,5.33731853116994
2021-09-22,29087,Holt,1716,385.09874326750446,1599,358.8420107719928,21,4.712746858168761
2021-09-22,29089,Howard,4337,428.8539503609216,3853,380.9947592208049,66,6.526253337288638
2021-09-22,29091,Howell,14117,352.0273303077153,11982,298.7880903695576,228,5.68550196997656
2021-09-22,29093,Iron,3469,339.39927600039135,3024,295.86146169650715,96,9.392427355444672
2021-09-22,29095,Jackson,191323,502.29325884289534,170142,446.68534178351746,3096,8.128138955471135
2021-09-22,29097,Jasper,25222,331.05819966923053,22380,293.7547580920379,549,7.206048355340876
2021-09-22,29099,Jefferson,107236,480.22856938137585,94140,421.5815353198807,1638,7.335357497917618
2021-09-22,29101,Johnson,17072,317.97947438022686,15143,282.05032688260167,475,8.847249902214607
2021-09-22,29512,Joplin,31199,623.0703173366884,27971,558.604437521219,522,10.424779821460668
2021-09-22,29511,Kansas City,259462,538.9547938689327,224164,465.6337437190627,4715,9.794003950836801
2021-09-22,29103,Knox,1483,375.348013161225,1396,353.3282713237155,12,3.0372057706909645
2021-09-22,29105,Laclede,12629,355.6763455093362,11166,314.47320246711917,168,4.731461401977075
2021-09-22,29107,Lafayette,13825,424.2228972966338,12463,382.42965417779004,256,7.855411335113076
2021-09-22,29109,Lawrence,15325,401.88288359163977,13657,358.1412424933784,295,7.736081609104975
2021-09-22,29111,Lewis,3010,300.18948838137027,2772,276.45357534656426,37,3.6900369003690034
2021-09-22,29113,Lincoln,23154,416.71616003455534,20900,376.14959595414217,482,8.674837571765384
2021-09-22,29115,Linn,4853,398.24388642704747,4342,356.3105202691613,82,6.729033316921057
2021-09-22,29117,Livingston,6615,438.7768638896259,5994,397.5855664632528,98,6.5003979835500125
2021-09-22,29121,Macon,5616,368.16572702242036,5214,341.8119837419693,133,8.71902451815917
2021-09-22,29123,Madison,4353,356.6571077427284,3616,296.2720196640721,166,13.600983203605079
2021-09-22,29125,Maries,3191,359.18505177847817,2856,321.4768122467357,58,6.528590724898694
2021-09-22,29127,Marion,11059,385.70731026785717,10159,354.3178013392857,111,3.871372767857143
2021-09-22,29119,McDonald,6936,303.85070311473254,5283,231.4364568274412,175,7.666360012266176
2021-09-22,29129,Mercer,1228,335.1528384279476,1108,302.4017467248908,29,7.914847161572052
2021-09-22,29131,Miller,9097,363.16819034692,8200,327.3583775799433,155,6.187871771328197
2021-09-22,29133,Mississippi,5214,379.2551643875473,4398,319.9010765202211,237,17.238871108524876
2021-09-22,29135,Moniteau,5863,367.40193006642437,5335,334.315077077328,116,7.269081338513598
2021-09-22,29137,Monroe,3178,367.22902703951934,2840,328.1719436098914,53,6.124335567367691
2021-09-22,29139,Montgomery,4996,432.74144651364225,4493,389.172802078822,150,12.9926375054136
2021-09-22,29141,Morgan,6738,334.6079356408601,6065,301.18686994090484,117,5.810200129115558
2021-09-22,29143,New Madrid,6398,359.2162146987817,5525,310.20156083319296,153,8.590197069226882
2021-09-22,29145,Newton,15243,297.82536488149896,13345,260.7412907133507,287,5.607549676637815
2021-09-22,29147,Nodaway,9916,439.79243358318183,9172,406.79469552490355,158,7.007584157537588
2021-09-22,29149,Oregon,2974,277.9699037293205,2615,244.4153659220488,53,4.953733993831199
2021-09-22,29151,Osage,5722,420.1483221969308,5236,384.46288273735223,100,7.342683016374183
2021-09-22,29153,Ozark,2578,279.1251624079688,2163,234.19229103508013,36,3.8977912516240796
2021-09-22,29155,Pemiscot,4640,272.4443661558335,3304,193.99917796958488,137,8.044154776583877
2021-09-22,29157,Perry,7293,380.9150736446255,6559,342.57808419513213,184,9.610362477802152
2021-09-22,29159,Pettis,17196,405.8436194567039,15150,357.55587548087135,469,11.068891458780769
2021-09-22,29161,Phelps,18397,410.7481747750564,16526,368.97452499497643,282,6.296188796356248
2021-09-22,29163,Pike,6536,353.50749094055925,5973,323.05695278273566,102,5.516793769268213
2021-09-22,29165,Platte,21258,415.21153170045704,19162,374.2724325168952,300,5.859603890776983
2021-09-22,29167,Polk,12603,399.47383435291135,11285,357.69754984310123,186,5.895590985451204
2021-09-22,29169,Pulaski,9757,185.52604057728507,8301,157.84069517598067,243,4.6205624536517655
2021-09-22,29171,Putnam,1465,304.25752855659397,1355,281.4122533748702,28,5.815160955347871
2021-09-22,29173,Ralls,3980,389.546833708525,3713,363.4139179798375,18,1.7617695996867966
2021-09-22,29175,Randolph,9268,371.53738224093,7807,312.96853076768895,199,7.977550611344959
2021-09-22,29177,Ray,9733,426.4184008762322,8950,392.11391018619935,201,8.806133625410734
2021-09-22,29179,Reynolds,1661,263.0245447347585,1428,226.12826603325414,55,8.709422011084719
2021-09-22,29181,Ripley,3549,259.1835244285401,3089,225.58971737384064,88,6.426641349594683
