report_date,category,initiated,initiated_pct,completed,completed_pct
2021-11-24,"Missouri, Known Jurisdiction",3132284,0.8824528386936825,2785579,0.892407050376399
2021-11-24,"Missouri, Unknown Jurisdiction",77331,0.02178632603845027,63640,0.020388143608906454
2021-11-24,No Address Given,134763,0.03796654195496856,115716,0.03707156545958861
2021-11-24,Out-of-State,205142,0.05779429331289865,156487,0.05013324055510598
