report_date,geoid,county,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-10-12,29001,Adair,11002,434.43237907206316,10083,398.1441263573544,66,2.6061204343534055
2021-10-12,29003,Andrew,7899,453.8872608171005,7356,422.6857438372694,113,6.493133367810148
2021-10-12,29005,Atchison,2609,495.0664136622391,2454,465.6546489563567,18,3.415559772296015
2021-10-12,29007,Audrain,9657,375.24771711676703,8483,329.6289100446863,69,2.681173499125704
2021-10-12,29009,Barry,14328,403.6852337080551,12728,358.605922294537,189,5.324993660721832
2021-10-12,29011,Barton,3736,315.2742616033755,3427,289.19831223628694,32,2.70042194092827
2021-10-12,29013,Bates,6061,370.1600097715891,5571,340.23451813851227,72,4.397215097105168
2021-10-12,29015,Benton,8712,458.79193217125703,7926,417.3995471062194,88,4.634261941123809
2021-10-12,29017,Bollinger,3617,294.5199902288087,3289,267.81206742121975,26,2.1170914420649787
2021-10-12,29019,Boone,101326,574.0362008894429,91713,519.5762399796051,704,3.9883296037163976
2021-10-12,29021,Buchanan,32205,361.54519735955813,29852,335.1295522924245,290,3.2556468633526423
2021-10-12,29023,Butler,14474,338.70779023237316,12811,299.7917300446961,173,4.048393513209931
2021-10-12,29025,Caldwell,3225,356.39297159907176,2958,326.88694883412535,44,4.862415736545475
2021-10-12,29027,Callaway,20355,453.94736842105266,18604,414.8974130240856,206,4.594112399643175
2021-10-12,29029,Camden,18720,415.1144225651943,17148,380.2554550292709,172,3.8140855064750756
2021-10-12,29031,Cape Girardeau,37879,483.6193248557275,34306,438.0011235381237,344,4.392012665338849
2021-10-12,29033,Carroll,3914,442.6099739907271,3639,411.51193034038226,50,5.654189754608165
2021-10-12,29035,Carter,1761,284.1697595610779,1537,248.02323705018557,39,6.293367758592868
2021-10-12,29037,Cass,49624,483.93828870121513,45080,439.6247391312828,769,7.4993661133974365
2021-10-12,29039,Cedar,4873,349.619744583154,4417,316.9034294733821,58,4.16128569378677
2021-10-12,29041,Chariton,3095,410.1510734163795,2852,377.9485820302147,25,3.3130135170951496
2021-10-12,29043,Christian,39989,474.50608128151885,36544,433.6280035597745,321,3.8089587659448236
2021-10-12,29045,Clark,1952,287.05882352941177,1815,266.9117647058824,13,1.911764705882353
2021-10-12,29047,Clay,50344,431.71859055165373,46335,397.3399192199841,550,4.716455283716224
2021-10-12,29049,Clinton,9066,442.7838827838828,8247,402.78388278388275,119,5.811965811965812
2021-10-12,29051,Cole,38327,499.43966640604634,35111,457.5319259838416,362,4.71722700026062
2021-10-12,29053,Cooper,7310,414.82238111451596,6611,375.1560549313358,92,5.220746793780502
2021-10-12,29055,Crawford,8596,354.0362438220758,7712,317.6276771004942,108,4.448105436573312
2021-10-12,29057,Dade,3275,431.48880105401844,3024,398.4189723320158,15,1.976284584980237
2021-10-12,29059,Dallas,5861,355.2336505242742,5296,320.98915085762775,68,4.121461906782229
2021-10-12,29061,Daviess,2674,322.09106239460374,2484,299.2050108407613,24,2.890869669959046
2021-10-12,29063,DeKalb,3712,295.44730977395733,3479,276.9022604266157,33,2.626552053486151
2021-10-12,29065,Dent,4927,317.7889576883385,4384,282.76573787409706,60,3.869969040247678
2021-10-12,29067,Douglas,3318,248.0933153880664,2791,208.68850007477195,33,2.46747420367878
2021-10-12,29069,Dunklin,10103,332.0297094781123,8759,287.8598659129749,165,5.422637044827132
2021-10-12,29071,Franklin,51115,497.3195434953931,47182,459.05371615376384,528,5.137136241134062
2021-10-12,29073,Gasconade,6498,440.6618744066187,6044,409.87386409873864,88,5.967720059677201
2021-10-12,29075,Gentry,2594,389.1972993248312,2438,365.7914478619655,20,3.000750187546887
2021-10-12,29077,Greene,140758,488.01611488442563,128408,445.19795166228084,1160,4.021786990905907
2021-10-12,29079,Grundy,3599,358.50184281302916,3298,328.5187767705947,41,4.084072118736926
2021-10-12,29081,Harrison,2644,309.09516015899,2377,277.8816927753098,41,4.793079261164367
2021-10-12,29083,Henry,9413,432.4833448196646,8419,386.8136917068688,132,6.064782908339076
2021-10-12,29085,Hickory,3526,376.3877028181042,3210,342.6558497011102,33,3.5226302305721604
2021-10-12,29087,Holt,1731,388.46499102333934,1613,361.983842010772,14,3.1418312387791745
2021-10-12,29089,Howard,4306,425.78858894492237,3866,382.2802333629981,43,4.25195293186987
2021-10-12,29091,Howell,14310,356.8400578524762,12330,307.4659617974166,126,3.1419879307765197
2021-10-12,29093,Iron,3554,347.715487721358,3195,312.591722923393,65,6.359456021915664
2021-10-12,29095,Jackson,195847,514.1704231305412,175915,461.8415905528762,2367,6.214245771188688
2021-10-12,29097,Jasper,25654,336.72853280130204,23112,303.36282256582575,299,3.9246055705772713
2021-10-12,29099,Jefferson,108711,486.83397372168633,96261,431.07988284923556,1049,4.697674002024164
2021-10-12,29101,Johnson,17693,329.5460895155432,15781,293.93358043547096,289,5.382853098400045
2021-10-12,29512,Joplin,31653,632.1370798633994,28684,572.8436482735207,285,5.691690132406687
2021-10-12,29511,Kansas City,267839,556.3555088416073,233202,484.40748872599016,3489,7.247355203493021
2021-10-12,29103,Knox,1519,384.4596304732979,1443,365.22399392558845,8,2.0248038471273095
2021-10-12,29105,Laclede,12686,357.28166277072125,11364,320.04956769087784,99,2.7881826118793476
2021-10-12,29107,Lafayette,14068,431.67940102488575,12863,394.7037343889042,186,5.707447298168094
2021-10-12,29109,Lawrence,15527,407.1801326934676,13966,366.2444601788477,147,3.854928801825191
2021-10-12,29111,Lewis,3045,303.6800638276653,2827,281.9387653335993,16,1.5956916325920016
2021-10-12,29113,Lincoln,23655,425.73295178446085,21625,389.19784748843654,307,5.525259615211562
2021-10-12,29115,Linn,4989,409.40423436730674,4467,366.56819300837026,59,4.841621532906614
2021-10-12,29117,Livingston,6725,446.07322897320245,6114,405.54523746351816,64,4.245157866808172
2021-10-12,29121,Macon,5720,374.98361085616887,5363,351.5799134653206,58,3.802281368821293
