report_date,category,initiated,initiated_pct,completed,completed_pct
2021-06-10,"Missouri, Known Jurisdiction",2206520,0.8427345217443778,1883346,0.8513048607673896
2021-06-10,"Missouri, Unknown Jurisdiction",102325,0.039080910183226736,73829,0.03337198080734799
2021-06-10,No Address Given,165685,0.0632799472632096,134872,0.06096446918485471
2021-06-10,Out-of-State,143756,0.05490462080918586,120258,0.054358689240407626
