report_date,geoid,county,state,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-06-12,29001,Adair,Missouri,8739,345.07403751233954,7969,314.66929911154983,256,10.108588351431393
2021-06-12,29003,Andrew,Missouri,4599,264.26478193414925,4212,242.02723668333044,95,5.458828937539505
2021-06-12,29005,Atchison,Missouri,2066,392.03036053130927,1928,365.8444022770399,30,5.692599620493358
2021-06-12,29007,Audrain,Missouri,7231,280.979211190985,6289,244.3753642898776,171,6.644647367398485
2021-06-12,29009,Barry,Missouri,11006,310.089313385738,9639,271.57467669681347,256,7.212689826162905
2021-06-12,29011,Barton,Missouri,2643,223.0379746835443,2371,200.08438818565403,73,6.160337552742615
2021-06-12,29013,Bates,Missouri,4310,263.22218150726763,3921,239.46500549651887,120,7.328691828508612
2021-06-12,29015,Benton,Missouri,6805,358.36536942440364,6114,321.97588077307915,88,4.634261941123809
2021-06-12,29017,Bollinger,Missouri,2978,242.4883967103656,2566,208.94064001302826,65,5.292728605162446
2021-06-12,29019,Boone,Missouri,88775,502.9317621731865,77960,441.6621816842761,2921,16.54816871087443
2021-06-12,29021,Buchanan,Missouri,17923,201.21020252368763,16132,181.1037765503615,489,5.489694193722214
2021-06-12,29023,Butler,Missouri,9443,220.97676268925653,8113,189.85327498654436,237,5.546065101911871
2021-06-12,29025,Caldwell,Missouri,2468,272.73731904077795,2226,245.99403248977788,79,8.730246436070285
2021-06-12,29027,Callaway,Missouri,14860,331.4005352363961,13308,296.7885816235504,439,9.790365744870652
2021-06-12,29029,Camden,Missouri,15783,349.9866950505588,14393,319.1635621784637,333,7.384246939861629
2021-06-12,29031,Cape Girardeau,Missouri,28603,365.1881926357183,25223,322.0341147030285,525,6.702926306113069
2021-06-12,29033,Carroll,Missouri,2971,335.97195521881713,2756,311.658939274002,64,7.237362885898451
2021-06-12,29035,Carter,Missouri,1338,215.9109246409553,1151,185.73503308052284,28,4.518315313861546
2021-06-12,29037,Cass,Missouri,35732,348.46209358116676,31416,306.3720231709933,1205,11.751282401357493
2021-06-12,29039,Cedar,Missouri,3482,249.82063423733678,3137,225.06815898981202,84,6.026689625484288
2021-06-12,29041,Chariton,Missouri,2080,275.6427246223165,1842,244.10283593957064,49,6.493506493506494
2021-06-12,29043,Christian,Missouri,28956,343.5894393355087,25598,303.7436962325719,946,11.225155740136458
2021-06-12,29045,Clark,Missouri,1139,167.5,1049,154.26470588235296,25,3.676470588235294
2021-06-12,29047,Clay,Missouri,40552,347.74853575501874,35857,307.48715837856844,1785,15.307041238969926
2021-06-12,29049,Clinton,Missouri,6640,324.29792429792434,5852,285.8119658119658,289,14.114774114774116
2021-06-12,29051,Cole,Missouri,30296,394.7875944748501,27242,354.990878290331,727,9.473547041959865
2021-06-12,29053,Cooper,Missouri,5607,318.1818181818182,4899,278.0047667688117,154,8.739076154806492
2021-06-12,29055,Crawford,Missouri,5561,229.03624382207576,4853,199.87644151565073,193,7.948929159802307
2021-06-12,29057,Dade,Missouri,2537,334.25559947299075,2271,299.2094861660079,50,6.587615283267457
2021-06-12,29059,Dallas,Missouri,4228,256.2579550275774,3758,227.77138008364142,121,7.333777804715437
2021-06-12,29061,Daviess,Missouri,1870,225.24692845097564,1714,206.45627559624185,59,7.106721271982655
2021-06-12,29063,DeKalb,Missouri,2561,203.83635784781916,2344,186.564788283986,44,3.5020694046482013
2021-06-12,29065,Dent,Missouri,3271,210.97781217750259,2914,187.9514963880289,75,4.837461300309598
2021-06-12,29067,Douglas,Missouri,2233,166.96575444893074,1895,141.69283684761479,83,6.2060714819799605
2021-06-12,29069,Dunklin,Missouri,6286,206.5860391744446,5307,174.4117260418036,149,4.896805573813593
2021-06-12,29071,Franklin,Missouri,43268,420.9727478814178,38165,371.32349364182096,1535,14.934666913145426
2021-06-12,29073,Gasconade,Missouri,5610,380.44215380442154,5198,352.5023735250237,134,9.087210090872102
2021-06-12,29075,Gentry,Missouri,2122,318.3795948987247,1990,298.57464366091523,34,5.101275318829707
2021-06-12,29077,Greene,Missouri,105181,364.66860128489157,92762,321.6112110779429,3595,12.464072614057532
2021-06-12,29079,Grundy,Missouri,2644,263.37284590098614,2392,238.27074409801773,67,6.673971511106684
2021-06-12,29081,Harrison,Missouri,1853,216.6238017301847,1675,195.81482347439794,44,5.143792377834931
2021-06-12,29083,Henry,Missouri,6964,319.96324373994946,6138,282.01240523776704,218,10.01608086377211
2021-06-12,29085,Hickory,Missouri,2946,314.4748078565329,2682,286.2937660119556,58,6.191289496157131
2021-06-12,29087,Holt,Missouri,1328,298.02513464991023,1230,276.032315978456,20,4.488330341113106
2021-06-12,29089,Howard,Missouri,3270,323.3461880747553,2870,283.7931375457332,58,5.735192326708197
2021-06-12,29091,Howell,Missouri,8230,205.2266719864346,6541,163.1090718667398,261,6.508403570894219
2021-06-12,29093,Iron,Missouri,2739,267.97769298503084,2392,234.02798160649644,113,11.055669699638
2021-06-12,29095,Jackson,Missouri,151825,398.5964783315262,131617,345.5430442190712,6696,17.579463322298036
