report_date,geoid,county,state,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-07-08,29001,Adair,Missouri,8990,354.98519249753207,8330,328.92398815399804,122,4.817374136229023
2021-07-08,29003,Andrew,Missouri,4819,276.90628052634605,4436,254.89858070447625,85,4.884215365166925
2021-07-08,29005,Atchison,Missouri,2142,406.4516129032258,1984,376.4705882352941,37,7.020872865275142
2021-07-08,29007,Audrain,Missouri,7506,291.665047600544,6663,258.90810180687777,105,4.0800466291043325
2021-07-08,29009,Barry,Missouri,11625,327.52937198884285,10176,286.7044205899755,226,6.36745273715944
2021-07-08,29011,Barton,Missouri,2839,239.57805907172997,2505,211.39240506329114,70,5.9071729957805905
2021-07-08,29013,Bates,Missouri,4513,275.619885183828,4144,253.08415781116406,106,6.473677781849274
2021-07-08,29015,Benton,Missouri,7104,374.111327610722,6392,336.61593554162937,106,5.5821791563536785
2021-07-08,29017,Bollinger,Missouri,3073,250.22392313329533,2694,219.363244035502,47,3.8270499145020764
2021-07-08,29019,Boone,Missouri,91882,520.5336656941337,82113,465.18992720165426,1292,7.31949126136589
2021-07-08,29021,Buchanan,Missouri,18578,208.56347388746687,16923,189.98383402936818,369,4.142529974403879
2021-07-08,29023,Butler,Missouri,9957,233.004937636019,8722,204.10455619778625,211,4.937636019001709
2021-07-08,29025,Caldwell,Missouri,2638,291.5239252956128,2382,263.23350646480276,67,7.404133053376063
2021-07-08,29027,Callaway,Missouri,15708,350.31222123104374,14138,315.2988403211419,335,7.471008028545941
2021-07-08,29029,Camden,Missouri,16541,366.79528117793154,15132,335.55082490686533,303,6.718999467802023
2021-07-08,29031,Cape Girardeau,Missouri,29636,378.3769981104131,26503,338.376487411266,367,4.685664674939993
2021-07-08,29033,Carroll,Missouri,3104,351.01209996607486,2878,325.455162275246,56,6.332692525161145
2021-07-08,29035,Carter,Missouri,1395,225.10892367274488,1211,195.41713732451186,25,4.034210101662095
2021-07-08,29037,Cass,Missouri,37327,364.01669559790133,33984,331.4154200230149,706,6.884983713990365
2021-07-08,29039,Cedar,Missouri,3656,262.3044913186971,3277,235.1126416989525,57,4.089539388721481
2021-07-08,29041,Chariton,Missouri,2185,289.5573813941161,1941,257.22236946726747,31,4.1081367611979855
2021-07-08,29043,Christian,Missouri,31457,373.266093147434,27553,326.9415603678434,887,10.525066745772767
2021-07-08,29045,Clark,Missouri,1319,193.97058823529412,1242,182.64705882352942,28,4.11764705882353
2021-07-08,29047,Clay,Missouri,42425,363.8102098393833,38805,332.76735869928734,813,6.971778446656891
2021-07-08,29049,Clinton,Missouri,7030,343.3455433455433,6349,310.0854700854701,145,7.0818070818070815
2021-07-08,29051,Cole,Missouri,31693,412.991920771436,28696,373.9379723742507,623,8.118321605420903
2021-07-08,29053,Cooper,Missouri,5823,330.4392236976507,5113,290.14867778912725,105,5.958461014640791
2021-07-08,29055,Crawford,Missouri,5784,238.22075782537067,5183,213.4678747940692,85,3.500823723228995
2021-07-08,29057,Dade,Missouri,2669,351.6469038208169,2383,313.965744400527,32,4.216073781291172
2021-07-08,29059,Dallas,Missouri,4565,276.68343535971877,3990,241.8328383538396,119,7.212558336868901
2021-07-08,29061,Daviess,Missouri,1965,236.6899542278969,1812,218.260660081908,35,4.2158516020236085
2021-07-08,29063,DeKalb,Missouri,2710,215.6956383317415,2483,197.62814390321554,38,3.0245144858325372
2021-07-08,29065,Dent,Missouri,3455,222.84571723426214,3080,198.65841073271415,75,4.837461300309598
2021-07-08,29067,Douglas,Missouri,2392,178.8544937939285,2038,152.38522506355613,67,5.009720352923583
2021-07-08,29069,Dunklin,Missouri,6820,224.1356645195215,5896,193.76889706848954,117,3.8451426317865125
2021-07-08,29071,Franklin,Missouri,45096,438.75813623140465,40951,398.42967085356247,743,7.228962551444333
2021-07-08,29073,Gasconade,Missouri,5780,391.9707039197071,5376,364.57344364573447,92,6.238980062389801
2021-07-08,29075,Gentry,Missouri,2202,330.38259564891223,2067,310.12753188297074,21,3.150787696924231
2021-07-08,29077,Greene,Missouri,112731,390.8448873032878,99392,344.5978039656207,2838,9.83950989671635
2021-07-08,29079,Grundy,Missouri,2767,275.62506225719693,2520,251.02101802968423,48,4.781352724374938
2021-07-08,29081,Harrison,Missouri,1935,226.20996025251344,1756,205.28407762450314,32,3.7409399111526773
2021-07-08,29083,Henry,Missouri,7295,335.1711463358603,6490,298.18515966000456,144,6.6161268090971745
2021-07-08,29085,Hickory,Missouri,3073,328.03159692570455,2774,296.11443210930827,53,5.657557643040136
2021-07-08,29087,Holt,Missouri,1378,309.245960502693,1277,286.5798922800718,23,5.161579892280073
2021-07-08,29089,Howard,Missouri,3410,337.189755759913,2993,295.95570058340746,63,6.2296054583209735
2021-07-08,29091,Howell,Missouri,9004,224.5274549897761,7188,179.24293052715575,345,8.6030621914119
2021-07-08,29093,Iron,Missouri,2894,283.1425496526759,2595,253.8890519518638,68,6.652969376773309
2021-07-08,29095,Jackson,Missouri,159095,417.6829028167572,141859,372.43206204269376,3095,8.125513587591461
2021-07-08,29097,Jasper,Missouri,18855,247.48641482687108,16239,213.14939752710472,766,10.054340692515686
2021-07-08,29099,Jefferson,Missouri,79105,354.25119345102144,68222,305.5145050201073,1637,7.330879257686899
2021-07-08,29101,Johnson,Missouri,12914,240.53344260463035,11620,216.431671292071,276,5.140717837918381
2021-07-08,29512,Joplin,Missouri,24883,496.93447566552834,21533,430.0321530565375,827,16.515886805264316
2021-07-08,29511,Kansas City,Missouri,214959,446.51310610136323,185994,386.34697154441994,4487,9.320402063076294
2021-07-08,29103,Knox,Missouri,1234,312.3259934193875,1165,294.8620602379144,12,3.0372057706909645
2021-07-08,29105,Laclede,Missouri,9796,275.88926127242513,8401,236.60123355957978,324,9.124961275241501
2021-07-08,29107,Lafayette,Missouri,11537,354.01515848906075,10507,322.4094019454417,224,6.873484918223941
2021-07-08,29109,Lawrence,Missouri,10621,278.5251619332337,9250,242.5720504549865,352,9.230849920016782
2021-07-08,29111,Lewis,Missouri,2325,231.87394036102523,2117,211.12994913732922,10,0.9973072703700009
2021-07-08,29113,Lincoln,Missouri,16580,298.40001439807065,14866,267.55214801216636,364,6.55112214963195
2021-07-08,29115,Linn,Missouri,4490,368.4556047923847,3891,319.3008370260955,129,10.585918266863615
2021-07-08,29117,Livingston,Missouri,5594,371.05332979570176,5016,332.7142478110905,149,9.883258158662775
2021-07-08,29121,Macon,Missouri,4574,299.8557755342861,4161,272.7809099252655,125,8.194571915563131
2021-07-08,29123,Madison,Missouri,3376,276.6079475624744,2976,243.83449405981156,71,5.817287996722655
2021-07-08,29125,Maries,Missouri,2436,274.20081044574516,2210,248.76181900045026,31,3.489419180549302
2021-07-08,29127,Marion,Missouri,9622,335.58872767857144,8916,310.9654017857143,193,6.731305803571429
2021-07-08,29119,McDonald,Missouri,3932,172.2521575327463,3279,143.64568274411883,138,6.045472466815613
