report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-02-22,29001,Adair,Missouri,2425,95.58910481296071,1200,47.301825062083644,3625,142.89092987504435,185,7.292364697071229
2021-02-22,29003,Andrew,Missouri,2046,116.89424670056562,573,32.73724504370679,2619,149.6314917442724,89,5.084842598411702
2021-02-22,29005,Atchison,Missouri,1042,199.273283610633,172,32.89347867661121,1214,232.16676228724424,8,1.5299292407726142
2021-02-22,29007,Audrain,Missouri,3388,132.11667446576197,1407,54.866635470285445,4795,186.98330993604742,828,32.288254562470755
2021-02-22,29009,Barry,Missouri,2491,70.10976639459611,814,22.910216718266252,3305,93.01998311286238,944,26.569096538136787
2021-02-22,29011,Barton,Missouri,947,80.2746460964652,228,19.326947529032804,1175,99.601593625498,268,22.717640077985926
2021-02-22,29013,Bates,Missouri,1632,100.14727540500736,453,27.79823269513991,2085,127.94550810014726,209,12.825233186057927
2021-02-22,29015,Benton,Missouri,3045,159.3656775003925,648,33.91427225624117,3693,193.2799497566337,533,27.895535667556395
2021-02-22,29017,Bollinger,Missouri,1466,119.91820040899795,548,44.826175869120654,2014,164.7443762781186,179,14.642126789366053
2021-02-22,29019,Boone,Missouri,24895,140.13430827859116,14205,79.96014657952954,39100,220.0944548581207,5289,29.771856054849113
2021-02-22,29021,Buchanan,Missouri,7009,79.23355188785892,2658,30.047479086592812,9667,109.28103097445172,776,8.772326475243048
2021-02-22,29023,Butler,Missouri,4003,93.84377344336085,2381,55.818642160540136,6384,149.66241560390097,294,6.892348087021755
2021-02-22,29025,Caldwell,Missouri,983,108.75096802743667,296,32.746985285982966,1279,141.49795331341963,77,8.51864144263746
2021-02-22,29027,Callaway,Missouri,5131,114.30417251442447,2444,54.44540978858963,7575,168.7495823030141,694,15.460357771391655
2021-02-22,29029,Camden,Missouri,5435,119.53987595126029,1724,37.918444551972904,7159,157.45832050323318,757,16.64980424932917
2021-02-22,29031,Cape Girardeau,Missouri,13814,175.99470002930272,8372,106.66191028270758,22186,282.6566103120103,1211,15.428520467314724
2021-02-22,29033,Carroll,Missouri,1075,122.42341418972782,476,54.2079489807539,1551,176.63136317048173,367,41.79478419314429
2021-02-22,29035,Carter,Missouri,719,116.96762648446396,194,31.560110623068162,913,148.52773710753215,40,6.507239303725394
2021-02-22,29037,Cass,Missouri,7563,73.00404451866368,3319,32.03760726661969,10882,105.04165178528335,1349,13.021612594959313
2021-02-22,29039,Cedar,Missouri,1172,83.45795058036032,390,27.771843623157448,1562,111.22979420351777,136,9.684540340383109
2021-02-22,29041,Chariton,Missouri,970,129.62715488440466,358,47.84177468929573,1328,177.4689295737004,248,33.14178805291995
2021-02-22,29043,Christian,Missouri,8211,95.85794671834505,4007,46.77905157720237,12218,142.63699829554741,1141,13.320413738354853
2021-02-22,29045,Clark,Missouri,566,83.49314058120667,169,24.929930668240154,735,108.42307124944682,193,28.47027585189556
2021-02-22,29047,Clay,Missouri,22740,93.76700918702271,11443,47.18451566082238,34183,140.9515248478451,4337,17.88335614969734
2021-02-22,29049,Clinton,Missouri,1947,94.97560975609757,914,44.58536585365854,2861,139.5609756097561,347,16.926829268292686
2021-02-22,29051,Cole,Missouri,11098,144.65023526191627,6003,78.24250876529854,17101,222.8927440272148,2363,30.799108481159497
2021-02-22,29053,Cooper,Missouri,2317,131.2004530011325,1128,63.87315968289921,3445,195.0736126840317,778,44.05436013590034
2021-02-22,29055,Crawford,Missouri,1418,58.70663244183158,488,20.20369297010847,1906,78.91032541194005,267,11.054069719301152
2021-02-22,29057,Dade,Missouri,923,121.79994721562417,359,47.373977302718394,1282,169.17392451834257,151,19.92610187384534
2021-02-22,29059,Dallas,Missouri,1527,91.89384365408918,307,18.475055665884334,1834,110.36889931997352,185,11.13317686706385
2021-02-22,29061,Daviess,Missouri,814,98.13140446051838,190,22.905364677516577,1004,121.03676913803496,54,6.509945750452079
