report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-03-05,29001,Adair,Missouri,4635,182.7032993022981,2050,80.80728448105955,6685,263.5105837833576,1842,72.6083014702984
2021-03-05,29003,Andrew,Missouri,2340,133.69136719419527,1592,90.9558361423756,3932,224.64720333657087,436,24.910015425926986
2021-03-05,29005,Atchison,Missouri,1199,229.29814496079555,704,134.63377318799004,1903,363.9319181487856,379,72.4803977816026
2021-03-05,29007,Audrain,Missouri,3979,155.16300109187333,2540,99.04851037279676,6519,254.21151146467008,1237,48.23740446108252
2021-03-05,29009,Barry,Missouri,3733,105.0661412890515,1135,31.944835350408102,4868,137.0109766394596,825,23.21981424148607
2021-03-05,29011,Barton,Missouri,1297,109.94320589980504,461,39.07773162668475,1758,149.02093752648977,299,25.345426803424598
2021-03-05,29013,Bates,Missouri,2130,130.70692194403534,815,50.012272950417284,2945,180.7191948944526,620,38.046146293568974
2021-03-05,29015,Benton,Missouri,4103,214.73805411629246,1598,83.63427016276758,5701,298.37232427906,946,49.510650546919976
2021-03-05,29017,Bollinger,Missouri,1708,139.71370143149284,1105,90.38854805725971,2813,230.10224948875253,452,36.97341513292433
2021-03-05,29019,Boone,Missouri,34479,194.0827802826891,19256,108.39229725698138,53735,302.47507753967045,8533,48.03237808962516
2021-03-05,29021,Buchanan,Missouri,9008,101.83133619715124,4671,52.80352701786118,13679,154.63486321501244,2542,28.736151933077096
2021-03-05,29023,Butler,Missouri,4711,110.44167291822956,2825,66.2274943735934,7536,176.66916729182293,588,13.78469617404351
2021-03-05,29025,Caldwell,Missouri,1275,141.05542648523067,500,55.315853523619865,1775,196.37128000885053,207,22.900763358778626
2021-03-05,29027,Callaway,Missouri,6735,150.03675733475907,3959,88.19532624919245,10694,238.23208358395155,1665,37.09149234779122
2021-03-05,29029,Camden,Missouri,7339,161.41732283464566,3441,75.68292790216866,10780,237.1002507368143,1850,40.689746183961645
2021-03-05,29031,Cape Girardeau,Missouri,15747,200.621727331796,11342,144.5006433858659,27089,345.1223707176619,2617,33.34140219897823
2021-03-05,29033,Carroll,Missouri,1758,200.2049880423642,825,93.95285275025624,2583,294.1578407926204,697,79.3759252932468
2021-03-05,29035,Carter,Missouri,839,136.48934439564013,581,94.51765088661135,1420,231.0069952822515,301,48.96697576053359
2021-03-05,29037,Cass,Missouri,12509,120.74673977045667,5295,51.11151867332066,17804,171.85825844377734,4465,43.09970365937237
2021-03-05,29039,Cedar,Missouri,2022,143.98632770775475,729,51.91198461867123,2751,195.89831232642598,930,66.22516556291392
2021-03-05,29041,Chariton,Missouri,1260,168.3816651075772,699,93.41173326206068,1959,261.7933983696378,175,23.386342376052383
2021-03-05,29043,Christian,Missouri,11778,137.5002918583203,5548,64.76919844030914,17326,202.26949029862942,3153,36.80917135585701
2021-03-05,29045,Clark,Missouri,678,100.01475143826522,316,46.61454491812952,994,146.62929635639475,190,28.027732703938632
2021-03-05,29047,Clay,Missouri,34529,142.37823483811377,15016,61.91756420194956,49545,204.29579904006334,9801,40.41382836596348
2021-03-05,29049,Clinton,Missouri,2986,145.65853658536585,1347,65.70731707317073,4333,211.36585365853657,488,23.804878048780488
2021-03-05,29051,Cole,Missouri,14233,185.51151545168983,9491,123.70475607053947,23724,309.2162715222293,4134,53.882147465557914
