report_date,geoid,county,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2022-03-04,29001,Adair,12661,499.94076999012833,11574,457.0187561697927,41,1.6189536031589338
2022-03-04,29003,Andrew,8484,487.5021548008964,8131,467.21829569614437,23,1.3216112164569327
2022-03-04,29005,Atchison,2994,568.1214421252372,2875,545.5407969639468,7,1.3282732447817835
2022-03-04,29007,Audrain,10960,425.8791529046046,9697,376.8020205945211,25,0.9714396735962696
2022-03-04,29009,Barry,16587,467.33158651001605,14709,414.4197447383991,40,1.1269827853379542
2022-03-04,29011,Barton,4089,345.0632911392405,3777,318.73417721518985,6,0.5063291139240507
2022-03-04,29013,Bates,6760,412.84963967265173,6315,385.67240747526563,30,1.832172957127153
2022-03-04,29015,Benton,9631,507.1883722154932,8775,462.10964242456157,20,1.053241350255411
2022-03-04,29017,Bollinger,3964,322.77501832098363,3633,295.82281573161794,6,0.4885595635534566
2022-03-04,29019,Boone,118578,671.7729371441521,105943,600.1926181910886,308,1.7448942016259241
2022-03-04,29021,Buchanan,34470,386.9729219991917,32350,363.1730207912344,95,1.0665050069603486
2022-03-04,29023,Butler,16172,378.44288957012145,14589,341.3989188683219,50,1.1700559286733905
2022-03-04,29025,Caldwell,3778,417.5046966515637,3555,392.8610896231628,8,0.8840755884628135
2022-03-04,29027,Callaway,23096,515.0758251561106,21635,482.49330954504904,77,1.7172167707404105
2022-03-04,29029,Camden,21296,472.2370054993791,20629,457.44633670392057,72,1.5965939329430547
2022-03-04,29031,Cape Girardeau,42957,548.4525815841887,38985,497.740156273939,107,1.366120218579235
2022-03-04,29033,Carroll,4379,495.19393870858306,4314,487.84349202759245,7,0.7915865656451431
2022-03-04,29035,Carter,2024,326.60964983056317,1744,281.4264966919477,13,2.097789252864289
2022-03-04,29037,Cass,58051,566.1192486980945,52681,513.750463224825,132,1.2872774082814846
2022-03-04,29039,Cedar,5230,375.2331754914622,4911,352.34610417563493,14,1.0044482709140479
2022-03-04,29041,Chariton,3379,447.78690697058045,3139,415.98197720646704,7,0.9276437847866419
2022-03-04,29043,Christian,44960,533.4915455354494,41396,491.201423909819,105,1.2459210916641945
2022-03-04,29045,Clark,2177,320.1470588235294,2015,296.3235294117647,NA,NA
2022-03-04,29047,Clay,61793,529.8980388121392,56784,486.94399423734916,155,1.3291828526836629
2022-03-04,29049,Clinton,10435,509.6459096459096,9797,478.48595848595846,24,1.1721611721611722
2022-03-04,29051,Cole,42536,554.2872035444357,39501,514.7380766223613,156,2.032838154808444
2022-03-04,29053,Cooper,8430,478.37929860401766,7716,437.8617637044603,19,1.0781977074111906
2022-03-04,29055,Crawford,9341,384.7199341021417,8572,353.0477759472817,26,1.070840197693575
2022-03-04,29057,Dade,3602,474.5718050065876,3404,448.4848484848485,11,1.4492753623188406
2022-03-04,29059,Dallas,6560,397.5998545366386,6040,366.08279289653916,25,1.515243348081702
2022-03-04,29061,Daviess,3165,381.23343772584917,3163,380.99253192001925,9,1.0840761262346423
2022-03-04,29063,DeKalb,4015,319.5638331741484,3878,308.6596625278574,5,0.3979624323463865
2022-03-04,29065,Dent,5657,364.8735810113519,5075,327.3348813209495,16,1.0319917440660473
2022-03-04,29067,Douglas,3681,275.23553162853295,3215,240.39180499476595,20,1.4954389113204727
2022-03-04,29069,Dunklin,11317,371.9271723412646,10160,333.902984093598,34,1.1173918759037729
2022-03-04,29071,Franklin,57655,560.9499810276218,53950,524.9024625173913,147,1.4302254307702786
2022-03-04,29073,Gasconade,7167,486.0301098603011,6756,458.15814458158144,19,1.2884850128848502
2022-03-04,29075,Gentry,2928,439.3098274568642,2762,414.40360090022506,9,1.350337584396099
2022-03-04,29077,Greene,161340,559.3750975109992,148167,513.7035457599617,398,1.37988898481082
2022-03-04,29079,Grundy,3967,395.1588803665704,3848,383.30511007072414,21,2.091841816914035
2022-03-04,29081,Harrison,3111,363.68950198737434,2888,337.6198269815291,13,1.5197568389057752
2022-03-04,29083,Henry,10932,502.27429359062717,9973,458.2127268550425,25,1.1486331265793706
2022-03-04,29085,Hickory,4070,434.45772843723313,3731,398.27070879590093,9,0.9607173356105893
2022-03-04,29087,Holt,1983,445.0179533213645,2002,449.28186714542187,13,2.9174147217235187
