report_date,category,initiated,initiated_pct,completed,completed_pct
2022-01-13,"Missouri, Known Jurisdiction",3342134,0.8824693999765529,2994931,0.8959316288202867
2022-01-13,"Missouri, Unknown Jurisdiction",99094,0.026165145598972553,84508,0.025280512335123843
2022-01-13,No Address Given,112721,0.029763268987645922,95613,0.028602565744050217
2022-01-13,Out-of-State,233303,0.061602185436828605,167760,0.050185293100539305
