report_date,category,initiated,initiated_pct,completed,completed_pct
2022-01-21,"Missouri, Known Jurisdiction",3367705,0.8824746358032035,3017871,0.8963349382711283
2022-01-21,"Missouri, Unknown Jurisdiction",101348,0.026557266562654114,86635,0.02573137731106439
2022-01-21,No Address Given,110709,0.02901022638714996,93589,0.02779677810544474
2022-01-21,Out-of-State,236444,0.06195787124699243,168806,0.05013690631236262
