report_date,category,initiated,initiated_pct,completed,completed_pct
2022-01-26,"Missouri, Known Jurisdiction",3379478,0.882478528696733,3029425,0.8965068953873808
2022-01-26,"Missouri, Unknown Jurisdiction",102321,0.02671894462244714,87589,0.02592047747017513
2022-01-26,No Address Given,109920,0.028703261235713,92792,0.02746021698401044
2022-01-26,Out-of-State,237811,0.06209926544510684,169337,0.050112410158433665
