report_date,category,initiated,initiated_pct,completed,completed_pct
2021-07-03,"Missouri, Known Jurisdiction",2318047,0.8459318546004732,2056273,0.8538070336719042
2021-07-03,"Missouri, Unknown Jurisdiction",108604,0.03963318394192602,88884,0.03690647320705642
2021-07-03,No Address Given,164040,0.05986360993916932,136436,0.05665104606541054
2021-07-03,Out-of-State,149538,0.05457135151843149,126765,0.052635447055628774
