report_date,geoid,county,state,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-03-28,29001,Adair,Missouri,6440,254.29417571569596,4056,160.15794669299112,1599,63.13919052319843
2021-03-28,29003,Andrew,Missouri,3335,191.63362638625526,2132,122.50761362983394,307,17.64063667183819
2021-03-28,29005,Atchison,Missouri,1572,298.29222011385195,1225,232.44781783681213,138,26.185958254269448
2021-03-28,29007,Audrain,Missouri,5125,199.14513308723528,3320,129.00718865358462,494,19.195647950262288
2021-03-28,29009,Barry,Missouri,7694,216.77513875975544,3001,84.55188346998,1503,42.346378159073616
2021-03-28,29011,Barton,Missouri,1915,161.60337552742615,1046,88.27004219409284,336,28.354430379746834
2021-03-28,29013,Bates,Missouri,3045,185.96555514840603,1956,119.45767680469037,417,25.467204104067424
2021-03-28,29015,Benton,Missouri,5351,281.7947232608352,3809,200.58981515614303,423,22.276054557901944
2021-03-28,29017,Bollinger,Missouri,2085,169.77444833482616,1557,126.78120674212198,379,30.860679097793337
2021-03-28,29019,Boone,Missouri,52938,299.90652352491287,31468,178.2738010933915,10420,59.031810327734185
2021-03-28,29021,Buchanan,Missouri,12345,138.5895190623737,6992,78.49476851228164,1509,16.94059005792806
2021-03-28,29023,Butler,Missouri,6463,151.24142934032247,4000,93.60447429387125,666,15.585144969929562
2021-03-28,29025,Caldwell,Missouri,1688,186.53994916565367,1240,137.0317162117361,606,66.96872582605813
2021-03-28,29027,Callaway,Missouri,9633,214.83050847457628,6447,143.7778768956289,1371,30.575379125780554
2021-03-28,29029,Camden,Missouri,10991,243.7244988469044,8287,183.76352669859855,1362,30.20223523150612
2021-03-28,29031,Cape Girardeau,Missouri,21004,268.16812215923596,13452,171.74812318063428,2335,29.812062713855266
2021-03-28,29033,Carroll,Missouri,2377,268.80018093407216,1840,208.07418296958048,414,46.8166911681556
2021-03-28,29035,Carter,Missouri,1007,162.49798289494916,725,116.99209294820075,99,15.975472002581894
2021-03-28,29037,Cass,Missouri,22468,219.11021825203332,12141,118.40026525716291,5175,50.46712566558093
2021-03-28,29039,Cedar,Missouri,2574,184.67498923805422,1211,86.88477543406515,210,15.06672406371072
2021-03-28,29041,Chariton,Missouri,1608,213.09302941956005,1156,153.19374503047973,251,33.262655711635304
2021-03-28,29043,Christian,Missouri,18758,222.5808365470187,9880,117.23524176802135,3157,37.46069415603678
2021-03-28,29045,Clark,Missouri,826,121.47058823529412,648,95.29411764705883,175,25.735294117647058
2021-03-28,29047,Clay,Missouri,23609,202.4559868968297,14000,120.0552254036857,4289,36.77977583974343
2021-03-28,29049,Clinton,Missouri,4060,198.29059829059827,2366,115.55555555555556,371,18.11965811965812
2021-03-28,29051,Cole,Missouri,19330,251.88949700286685,13152,171.3838936669273,1909,24.87620536877769
2021-03-28,29053,Cooper,Missouri,4042,229.37237543979117,2564,145.49994325275222,364,20.655998184088073
2021-03-28,29055,Crawford,Missouri,3419,140.8154859967051,1936,79.73640856672158,438,18.03953871499176
2021-03-28,29057,Dade,Missouri,1866,245.8498023715415,1053,138.73517786561266,217,28.590250329380762
2021-03-28,29059,Dallas,Missouri,2898,175.6470089096309,1466,88.853869931511,268,16.243408691435842
