report_date,geoid,state,value,cases_est,case_rate,cases_pct,deaths_est,mortality_rate,deaths_pct
2021-06-23,29,Missouri,White,250434.36457000105,5000.344716275387,55.4680503507255,4344.092972972975,86.7371472030659,64.972972972973
2021-06-23,29,Missouri,Black,43454.737053906036,6164.701892748156,9.62467569904872,898.4538378378352,127.45906315794603,13.4378378378378
2021-06-23,29,Missouri,Native,983.9397751513623,3650.711543304253,0.21793023926204,11.564972972972773,42.90951681868794,0.17297297297297
2021-06-23,29,Missouri,Asian,4369.594980301733,3743.6557404915466,0.9678101277986,55.65643243243227,47.683715243687686,0.8324324324324299
2021-06-23,29,Missouri,Pacific Islander,20.824122225425203,312.58063982925853,0.00461228019602191,0.7228108108107566,10.849756992055788,0.01081081081081
2021-06-23,29,Missouri,Two or More,106.72362640529383,68.7085563486904,0.023637936004609998,0,0,0
2021-06-23,29,Missouri,Unknown Race,95973.1733064285,NA,21.256846353416,430.79524324324296,NA,6.44324324324324
2021-06-23,29,Missouri,Latino,16808.537322955686,6747.571234200713,3.72287883155568,145.28497297297278,58.322784758624984,2.17297297297297
2021-06-23,29,Missouri,Unknown Ethnicity,171077.10545594318,NA,37.891419237052,1275.0382702702723,NA,19.0702702702703
