report_date,geoid,short_name,full_name,cases,case_rate,new_cases,case_avg,case_avg_rate,deaths,mortality_rate,new_deaths,deaths_avg,case_fatality_rate
2021-01-27,17860,Columbia,"Columbia, MO Metro Area",22495,127.43959436875052,143,96.71428571428571,54.79097284326301,168,0.9517604736141405,2,1.5714285714285714,0.7468326294732163
2021-01-28,17860,Columbia,"Columbia, MO Metro Area",22590,127.97779225561567,95,87.14285714285714,49.368527968080414,168,0.9517604736141405,0,1.2857142857142858,0.7436918990703851
2021-01-29,17860,Columbia,"Columbia, MO Metro Area",22655,128.3460329150497,65,83.42857142857143,47.26429562845732,168,0.9517604736141405,0,1.1428571428571428,0.741558154932686
2021-01-30,17860,Columbia,"Columbia, MO Metro Area",22663,128.39135484236468,8,85.28571428571429,48.31641179826887,168,0.9517604736141405,0,1.1428571428571428,0.7412963861801174
2021-01-31,17860,Columbia,"Columbia, MO Metro Area",22674,128.45367249242273,11,85.28571428571429,48.31641179826887,168,0.9517604736141405,0,1.1428571428571428,0.7409367557554909
2021-02-01,17860,Columbia,"Columbia, MO Metro Area",22798,129.1561623658046,124,69.42857142857143,39.33295834833948,169,0.9574257145285103,1,1.2857142857142858,0.741293095885604
2021-02-02,17860,Columbia,"Columbia, MO Metro Area",22860,129.50740730249555,62,72.57142857142857,41.113462635712864,172,0.97442143727162,3,0.8571428571428571,0.752405949256343
2021-02-03,17860,Columbia,"Columbia, MO Metro Area",22951,130.0229442257032,91,65.14285714285714,36.904997956466666,172,0.97442143727162,0,0.5714285714285714,0.7494226831074898
2021-02-04,17860,Columbia,"Columbia, MO Metro Area",22993,130.26088434410673,42,57.57142857142857,32.61560126415804,173,0.9800866781859898,1,0.7142857142857143,0.7524029052320271
2021-02-05,17860,Columbia,"Columbia, MO Metro Area",23098,130.85573464011557,105,63.285714285714285,35.852881786655125,174,0.9857519191003599,1,0.8571428571428571,0.753311975062776
